conversion,coupon,X1,X2,X3,membership_level_0,membership_level_1,membership_level_2
0,1,1.0283275181944345,-0.73662118,-0.233449745,0,0,1
0,0,0.16295538803906887,0.9227042009605539,0.748302131,0,0,1
0,1,-0.944753044,0.40735679006834563,0.2971315141559032,0,1,0
0,1,-0.545775992,0.11468526942481273,-0.139494119,0,1,0
0,1,-0.804268961,0.004105969,-1.556769056,1,0,0
1,0,1.3741457320305999,0.3119822505434746,-0.483802672,1,0,0
0,0,-0.199637432,-0.130034037,-0.423458193,1,0,0
1,0,1.1388713708958265,1.378773307279942,1.4290777727665023,1,0,0
1,0,-0.224959479,0.28080619557288544,0.4229032641279362,0,1,0
0,0,-0.123958513,1.714254146071481,1.2665585222000608,0,1,0
0,1,-0.325671793,-1.774711774,-1.477115601,0,1,0
0,1,-0.873539168,-0.102457799,-0.02255562,1,0,0
1,1,0.4074816864510154,0.33009593555828975,-0.749761916,1,0,0
0,1,0.7340170828918766,-0.04370789,0.16058618462559995,1,0,0
1,1,-0.188189239,-0.189381253,0.3159093507378286,1,0,0
0,1,-0.31648173,1.5081212291225952,1.8441717804444897,0,1,0
0,0,-0.403095953,-1.814850734,0.081789434,0,1,0
1,1,0.48521621909476187,-0.107325887,0.5202932944164215,1,0,0
0,0,0.06266907,-0.147117824,-0.737106944,0,1,0
0,1,-0.104332594,-0.944406303,-1.665771908,0,1,0
1,0,-1.009716086,-0.783653024,-1.177123942,0,1,0
0,1,0.9355069965285169,0.6918904517737909,0.011991816309051799,1,0,0
0,0,0.38298045173461553,0.1428551929774605,-0.393576704,0,1,0
0,1,1.2054620354036356,1.2597596305780117,-1.150498957,0,0,1
0,1,-1.632652198,-0.708893419,-0.625216471,0,1,0
1,1,-0.222444586,0.2275112964104566,-0.017477978,1,0,0
0,0,0.9803906604839274,-0.680189147,-0.369067784,0,0,1
0,0,-0.613081246,-0.447617902,-0.298896786,1,0,0
0,1,0.18251746429296406,0.4181713056761303,-0.079416893,0,1,0
1,0,0.5533568422723814,0.7281597696723409,-0.910191584,0,0,1
1,0,-0.305689707,-0.56750285,-0.078212244,0,1,0
1,0,0.005667651,-1.479798224,-0.40294551,0,1,0
0,0,-2.092875238,-1.374393835,-0.021174364,1,0,0
0,0,-0.646733626,0.19190064134793022,0.806135827,0,1,0
1,1,-0.54283219,-1.767666463,0.24551510704877783,0,1,0
0,1,-0.094424248,2.281786259111342,1.9642382658742703,1,0,0
1,1,-1.313008935,-0.52869142,0.1538267452871727,1,0,0
0,0,-1.974460392,-1.094979894,-0.01922406,1,0,0
0,1,0.9574205822254641,0.6257063490896335,-1.778040791,0,1,0
1,1,-1.79808266,-1.364908773,-0.128328551,0,1,0
0,1,-0.35979808,-1.290157504,-1.548735597,1,0,0
0,0,-1.281765182,-2.19102644,-0.95610855,0,0,1
0,0,0.20165060817766636,0.4808112356556914,-0.255114746,0,1,0
0,1,-0.466201455,0.6416678210191207,-1.384112879,0,1,0
1,1,0.34755453082799864,0.40223895498257506,0.079292068,0,0,1
0,1,1.2459608725017062,0.22137091031271525,0.37586630195453136,0,1,0
0,0,-1.33517002,-0.019828134,0.4677384163064749,0,1,0
0,1,1.4326394035281602,0.9341836386626048,-0.706471379,1,0,0
1,0,-0.46568282,0.29961780285597567,-0.761333624,0,0,1
0,1,1.2791442232406203,0.24605568170666847,-0.948572794,0,0,1
0,0,-0.327236862,-1.411496547,-0.956051341,1,0,0
1,1,-0.389160198,1.3045368260034567,-0.017627795,0,1,0
0,0,1.8510004152780668,1.4984806318636732,1.3788821836367318,0,1,0
0,0,-2.73091038,-3.205949503,-0.125592942,1,0,0
0,1,0.799948758,-0.572156737,-0.414808483,0,1,0
0,0,-0.070289237,-0.289904656,0.3707254981341446,0,1,0
1,1,0.6336917723574107,0.011049007076076922,-0.242476944,0,1,0
0,1,1.9560963882525169,0.6593549330959275,0.4910047811501959,0,0,1
0,0,-0.115754811,0.5440844072576634,1.1851675122461827,0,1,0
0,0,-0.927479653,-0.540060691,1.2053923724332922,0,1,0
1,0,-1.006995391,-1.035130265,-0.068111833,0,1,0
1,0,0.7293072220888053,-0.099490308,-1.294825671,1,0,0
0,0,0.14268453024281705,0.9698654957955953,-0.621026348,1,0,0
0,0,-1.506570562,-1.339337554,0.3853113560829953,1,0,0
0,0,1.5473768008908206,1.825386301,2.279399434518732,1,0,0
0,0,0.8888484250797113,0.23795915472657558,-0.896190714,1,0,0
1,0,-0.752040218,-1.551408514,-0.329778584,0,1,0
1,1,-1.84508529,-1.78377864,-0.379115269,1,0,0
0,0,-0.749550933,-1.528003514,-0.499846612,0,1,0
1,1,1.7455543039781785,0.4138806672518272,0.42160501593028216,0,1,0
0,0,-1.145130837,-0.222990186,-0.190599798,0,1,0
0,0,-0.623694156,-1.508517479,-0.930917039,0,0,1
0,1,0.7596354080965411,2.364230608017705,1.3706092236777172,0,1,0
0,1,-0.704476006,0.2766975560303885,0.7880002948919703,0,1,0
0,0,-0.492142695,0.2209595703379311,1.066056585595092,1,0,0
0,0,-2.002365164,-1.849704461,0.098142425,1,0,0
0,1,-0.469612492,-0.030861248,0.091178358,1,0,0
0,1,0.8559310606263693,0.30560507495357137,0.6593205721694337,1,0,0
1,0,-0.373843073,-0.409318548,0.10946031624342761,0,1,0
0,1,-0.994956593,-0.667345644,0.36817009749014645,1,0,0
0,0,-1.191733197,-0.773117803,-0.639192528,0,1,0
0,0,-1.211883692,-0.461165346,-0.952609729,0,1,0
0,0,-0.009433784,-0.809635473,-0.572589965,0,0,1
0,1,1.7367536520385798,1.9103185252325627,0.5340300146196695,0,1,0
0,1,0.2512499659723554,-0.58045683,0.021479871834771503,1,0,0
0,1,0.6368221544036358,0.36784518589020987,0.037263769,1,0,0
0,0,0.32700127710506444,-0.478847583,0.1688525337477993,0,1,0
1,0,0.35162663492518226,0.3143097263339926,-0.238341685,0,1,0
0,0,-1.481768,-0.745202181,-1.588419516,1,0,0
1,0,2.3435331534457227,-0.349285699,-0.417974164,1,0,0
0,1,-1.494549081,-1.607555065,1.346337190067958,1,0,0
1,0,-0.716908584,-0.537253154,-0.898767626,0,0,1
0,0,-0.779389936,-0.019418238,0.5110990250201175,1,0,0
0,1,-0.539453218,-0.689515391,-0.866431584,1,0,0
1,1,-0.414883233,-0.983003823,-0.074723756,1,0,0
1,0,-0.454476383,-0.736321333,0.15003660229899438,0,0,1
0,0,0.4092898835644324,0.9881830364916018,1.044650128427742,1,0,0
0,0,-0.834944947,-0.272655275,-0.109799629,0,0,1
1,0,-0.369262854,0.091619134,2.0939455897171144,1,0,0
0,1,-0.206229301,-0.145523184,1.5854301790533791,0,1,0
1,1,0.3055276558924443,-0.042780718,0.1195001002846934,0,1,0
1,1,0.074786275,0.5957968157282625,0.2463213770600251,1,0,0
0,0,0.21564596921887155,1.5113210892172801,1.8697322893710653,1,0,0
0,0,-1.354629459,-1.23441655,0.3871416723982496,0,0,1
0,1,0.8781270593746262,0.1456407548533247,0.450309558,0,1,0
0,1,1.6713879051528462,-0.308548266,0.6025792866136126,1,0,0
0,0,-0.516794278,-0.220614268,-0.123484683,0,0,1
0,1,0.6984916143074107,0.6673225680215245,1.2125356222584607,0,0,1
1,0,-0.40648811,-1.037451339,-1.22382988,0,0,1
0,0,0.5085788609731737,-1.396772979,0.6017769328700724,1,0,0
0,1,-0.227059313,-0.2465794,1.1730082846133736,0,1,0
0,0,-0.403251864,-0.141927404,0.016518742,1,0,0
0,1,0.445891798,1.4135157940005236,1.393286905457063,0,1,0
0,0,-0.41202605,-1.201038332,-0.138990331,0,0,1
0,0,-0.93436534,-0.711745532,-0.402964155,0,0,1
0,1,-0.66543255,-0.104477059,0.24894257740915038,1,0,0
0,1,0.550068351,-0.229075596,-0.701331038,1,0,0
0,0,-0.900391546,-0.350085095,-0.314119554,0,1,0
1,1,-0.377241592,-0.900185435,0.9888401204773236,0,0,1
0,1,0.11056431450474001,0.15756344052935872,-0.608079612,0,0,1
1,0,-0.88169434,-2.551724669,-1.880334527,1,0,0
1,0,1.4384492625116947,1.6034057416842198,1.4175541670314098,0,1,0
0,0,-0.037844798,0.46950349631608185,0.5465014734707988,1,0,0
1,1,-0.801220508,0.80490586,1.035127439661303,1,0,0
1,0,-1.316330841,-0.924804252,0.7443587826534429,0,0,1
0,1,0.955181754,0.36322811683950124,1.2245472174769156,1,0,0
1,1,1.3978005685109522,0.596079705,0.097375308,1,0,0
1,1,0.1978854509954515,-1.036604768,-1.020682517,0,1,0
0,0,-1.298434301,-0.81543345,-0.647510727,0,1,0
1,0,-2.169848649,-1.36457989,0.060571494,0,1,0
0,0,-1.031196372,1.178850593380987,0.005058409,0,1,0
0,0,1.7764981719485686,1.2741657077910995,-0.622743509,1,0,0
0,0,-1.799115516,-1.255572746,-0.279753876,0,1,0
1,1,-0.661900066,-1.323991456,0.3868634291295153,0,0,1
0,1,-1.0088856,-0.650503604,-0.907738386,1,0,0
1,1,0.4429564000600377,0.17233037210754545,-0.360601433,0,1,0
0,1,-0.250541451,-0.031373346,-0.719329492,0,1,0
0,0,2.307439776223694,1.8017066270143327,0.7882140456942427,0,1,0
0,0,1.7140498415441403,0.8981775756655581,1.2056636447711995,0,1,0
1,0,1.3389045190872892,0.8868741185134781,0.5905785119068082,0,1,0
0,0,1.5799166271759162,1.4654838367995575,1.6173368860933677,0,0,1
1,1,-1.672673311,0.5283079719678551,-0.936500194,0,1,0
0,1,1.1951951615219985,-0.260549728,-0.515935378,0,1,0
0,0,-0.193711284,-0.27539794,-0.589122716,0,0,1
1,1,-0.488347608,-1.199545067,-0.796267137,0,1,0
0,1,0.35116962307841326,-0.201387019,-0.270552171,0,0,1
0,1,-0.506476854,-0.179576152,-0.545347731,0,1,0
0,1,0.39596606384220656,1.3345598951706332,0.1335182894138062,0,1,0
1,0,0.10451143828094872,-0.658161384,-0.349141863,0,1,0
1,1,1.0845367460774813,0.9233133565269697,0.14904912220416275,1,0,0
0,0,-2.066685951,-0.979867285,-2.100812871,0,1,0
1,1,-0.795500732,0.43789173047393704,-0.629623392,1,0,0
0,0,1.344126740677505,-0.33788536,-0.175319426,0,1,0
0,0,0.3629052624283451,-0.401853163,-0.600056986,1,0,0
0,0,1.3651754316083398,1.4285546401976648,1.0985292575481655,1,0,0
0,1,-0.661947221,0.194314942,-0.550192074,0,0,1
0,1,0.5886797087109389,1.5786549815170712,1.2772567733321423,1,0,0
0,1,2.0012753317865286,0.20305938886283825,-0.301864897,1,0,0
0,0,0.5415166231779511,-0.66730476,-0.431614063,0,0,1
0,1,0.21645240168691127,-1.149484701,-0.220525192,0,1,0
0,1,-1.659066236,-1.759943902,-0.35157172,0,0,1
0,1,-0.622830024,-0.210971807,-0.230421882,1,0,0
0,1,0.21450277690527955,-0.95365801,-0.941867949,0,0,1
0,0,-2.339872146,-2.618412841,-0.497910526,0,1,0
1,0,-0.72059336,-1.461618984,0.6741643374235572,0,1,0
0,1,-1.880654058,-0.299565479,0.013371718798192406,1,0,0
0,1,-0.579647982,1.3214827896899426,0.5356535574618857,1,0,0
0,0,-0.53931898,0.38777621190337885,0.9283960026161189,0,0,1
0,1,0.4384627848920491,0.4517809127445457,1.3331013918376837,0,1,0
0,0,-0.478454845,-1.706257024,-1.565681235,0,1,0
0,1,-2.012360652,-1.153306262,-0.60104686,0,1,0
0,0,-1.429450812,-0.30088663,0.090004846,1,0,0
0,0,0.5209085470705149,1.8187041927900411,-0.763827907,1,0,0
0,1,0.6765623198140028,-0.474323214,-1.080627981,0,1,0
0,0,0.529937874,0.1322541242651661,1.509315924468668,1,0,0
1,0,0.5438563111981938,-0.87192451,-0.695308869,0,0,1
0,0,-1.799843412,-0.348894176,0.46697358791073157,1,0,0
0,0,-0.480751132,3.0947153865598898,2.657179990639131,1,0,0
0,1,-1.695618075,0.4866016479327421,0.559695585,0,1,0
0,1,0.326955193,-0.76220615,-0.836810715,0,0,1
0,0,0.5070768362740095,-0.507912976,0.40557539866847847,0,1,0
1,0,-0.459338282,0.5113462191937002,-0.90968692,1,0,0
0,0,0.6984142569453493,-0.046030592,-0.052060838,0,0,1
0,0,-0.456441264,1.3388106723219793,0.5013241685438963,1,0,0
0,1,-1.689766589,-0.892410568,0.264730869,0,0,1
0,0,-2.423578689,-1.425076374,0.05151084,1,0,0
0,1,-1.406035554,-0.104394577,0.5609193512087625,0,1,0
0,1,1.036855331107554,-0.42059309,-1.159832528,1,0,0
0,0,1.2083806370487373,0.6527746655242224,-1.349170294,1,0,0
0,1,-0.68326643,-0.447728786,1.3673614457294496,0,0,1
1,1,1.160013466824667,-0.265332724,-0.676115372,0,1,0
0,1,0.454407121,0.697940028,0.13756769903577631,0,1,0
1,0,0.5939586197358473,0.5651103358655173,-0.374167335,0,1,0
0,1,0.4805027286844863,0.7159029378137582,-0.152833537,0,1,0
0,1,0.4303844902550399,1.0798225958667171,-0.000283062,1,0,0
0,0,-1.006341887,-0.050128153,-0.33265663,0,1,0
0,0,0.14805233453612285,-0.713787378,-0.856159998,0,0,1
0,1,-0.988594509,0.9826270001577538,0.990296181,1,0,0
0,1,-1.088057077,0.23360288930460762,1.9420419236568978,0,1,0
0,0,-0.407639512,-0.254287759,-0.457589936,0,0,1
1,0,-0.401229803,0.136874523,-0.42341055,0,1,0
0,1,-0.656650763,-0.338788881,-1.618606565,0,1,0
0,1,0.12301920943656713,-1.234185426,-1.501286156,0,1,0
0,1,-0.079142377,0.033989689,0.084351551,1,0,0
0,1,0.8708908917369707,-0.1059608,-0.364014004,1,0,0
0,0,-0.826147291,-0.080744773,1.5724347607375706,0,1,0
0,1,-1.339641167,0.6148640751653683,-1.248934614,1,0,0
0,1,-0.572482645,-0.722131551,-1.685527041,0,1,0
0,0,-0.050677723,0.007112423,-1.276527888,0,0,1
0,1,1.1058534314507995,-0.234393848,-1.226364945,1,0,0
1,0,-0.265647139,-0.952842967,0.4605864069943914,0,1,0
0,1,-1.179819932,0.6162769005657684,0.6913690927209747,0,1,0
1,1,0.38317914745270676,0.5267383022675817,-0.021351959,1,0,0
1,1,-0.156458042,-0.86074613,-1.606259491,1,0,0
0,1,-0.033729875,-0.273762024,0.5644704162547635,0,1,0
1,0,2.1529650543715597,1.3905705827854333,-0.192843177,0,1,0
0,1,0.9382545453089445,0.2795289626717235,-0.357504471,0,1,0
0,0,-2.419636657,-0.136612972,-0.379299952,1,0,0
0,1,1.453937954610543,0.7843932777018924,0.5284314056562345,0,0,1
0,0,-1.716101287,-0.596938222,-0.188082971,1,0,0
0,1,0.6148819542021634,0.7385307089381419,-0.195602295,0,1,0
0,0,1.624510936586279,2.476688747839212,1.8355114549675995,0,1,0
0,1,-0.593298298,-0.19420488,-0.647304767,1,0,0
0,0,1.9650140695394105,0.8424494404168116,0.083041224,0,1,0
0,1,0.3943786699049436,-0.62346593,0.3261840936443093,0,1,0
1,1,0.5664125200643655,0.39515451453967854,-1.546977621,0,0,1
0,0,0.10811283056980309,-0.152562373,-1.224825275,1,0,0
1,1,-0.402756934,0.37101510488524986,0.017516625176969756,1,0,0
0,1,0.38623335216696214,0.922536783,-0.719555433,1,0,0
0,0,-0.95913407,-2.000017893,-0.249918675,0,1,0
1,0,-0.385226546,0.266045829,-0.887764376,0,1,0
0,0,-1.841392001,-0.054614976,0.22029107420018668,0,1,0
0,1,-0.446211615,-0.723914288,-0.913328461,0,0,1
1,1,-0.782627689,-0.033240282,-0.79216127,1,0,0
0,1,0.095489605,0.20097011990912544,-0.511159867,1,0,0
1,0,0.31609063242194524,0.7860446227337461,-1.234527214,0,0,1
0,0,0.7680085307604658,1.1726240185678138,0.5642679978500964,1,0,0
1,1,-1.031709287,-1.344895132,-0.943583108,0,1,0
0,1,-0.216270175,0.12198394771456796,-0.940253819,0,0,1
0,0,-1.48428707,-0.369084165,0.4210481852184717,1,0,0
1,0,-0.672205526,0.3439295692797907,0.056566012,0,0,1
0,1,0.11448068543131693,0.33216206647878327,-0.136303014,0,1,0
0,1,0.7918400909307028,0.5925765238978324,-0.878232781,0,0,1
0,1,0.12592658295285794,-0.145144308,0.5326807504626224,1,0,0
0,1,-2.149444603,-1.380449413,0.21281053137886968,0,1,0
0,0,-2.791228456,-1.392176373,-1.86763768,0,1,0
0,0,-0.05360924,2.811143931759278,2.4890557756061944,0,1,0
1,0,-0.528153344,0.12076520068254372,0.4193320804464064,1,0,0
1,1,1.019318690677129,0.004942014,-1.974988767,1,0,0
0,0,1.3751604174780856,1.1758000223703646,1.5989231568156885,0,1,0
0,1,0.35580638977546813,-0.947714056,0.036924404,0,1,0
1,0,-0.904660782,-0.816441809,-1.226867073,0,1,0
1,0,-1.330294643,-1.372229457,-0.972070446,1,0,0
0,0,0.9973256050441451,0.3094073799915552,-0.407333273,0,1,0
0,0,-2.08051044,-1.052331788,-1.339992534,1,0,0
0,0,-0.401663797,0.067113629,-1.534805772,1,0,0
0,0,-0.018842459,0.11063697717770211,-0.267302164,0,0,1
1,0,0.099881358,-0.231770553,0.5695596211308149,0,1,0
0,1,0.7191687850350947,0.8001890279796826,0.4723544079455252,0,0,1
1,0,-0.50709853,-0.561160181,-0.946968991,0,0,1
0,0,-0.569244859,-1.20824373,-0.200335444,1,0,0
0,1,0.40580987610195757,0.074353389,-0.479554145,0,1,0
0,1,-1.173543154,-0.768685843,-0.320523781,1,0,0
0,1,0.069004749,-0.757131173,0.5945833503180837,0,0,1
0,1,0.088625442,1.0701274320506293,2.340342213986681,0,0,1
0,0,-0.781329702,-1.231095715,-0.381816064,0,0,1
0,1,0.4651754282816628,0.14745799157780415,0.5537833002473127,1,0,0
0,0,0.21976334571835943,-1.293073183,-0.148080185,1,0,0
1,0,-2.067616701,-2.171617199,-1.20320797,0,0,1
1,0,0.3254091372106042,0.9603806630997698,0.2980025793775789,1,0,0
0,0,1.6622746097576313,2.8411096957552906,2.6705241485092652,0,0,1
0,1,-0.801694156,-0.212664721,0.8966653657624756,0,1,0
1,1,-0.997217342,-1.702399154,-1.450181383,1,0,0
0,1,0.027431434,-1.851153539,0.094142633,0,1,0
0,0,0.1812753536203971,-0.101771841,-0.140657544,0,1,0
0,1,0.8148694509715014,0.516150575,0.099818602,0,0,1
0,0,-0.263399512,0.42593234398805574,-0.5835331,1,0,0
0,1,0.7848798315659135,-1.900741707,-0.051320841,0,1,0
1,0,0.7414127568277555,2.793854706594945,1.5311536492302424,1,0,0
0,1,-0.590576354,-0.163549682,0.068517503,0,0,1
0,1,0.4719813874546232,2.587451202094727,1.599932861,1,0,0
0,0,-0.035667505,-0.177393424,-0.08560152,1,0,0
1,1,-0.942252557,-0.085730483,0.22862566725571531,1,0,0
1,0,0.45791148575205387,1.6373056048993428,-0.382183399,0,1,0
1,0,0.6758871105580723,0.8102984975099023,-0.023130315,0,1,0
0,1,-0.760123838,0.37318911,0.5489856484434279,0,0,1
0,1,-0.788737408,-1.005277176,0.086880749,1,0,0
0,1,-1.825165387,-1.206383748,-0.59267572,1,0,0
0,1,0.8992012871608113,-0.894960577,-1.618672376,1,0,0
1,1,-0.664987995,-0.205779516,-0.5875052,1,0,0
1,1,0.6720095238616424,0.25435308896603953,-0.62705283,0,1,0
0,1,0.4516132400942373,-0.908150517,-1.162547432,1,0,0
0,1,0.29879771152591145,1.153856308573625,-0.926621476,1,0,0
1,1,-0.050562425,0.1850182438163634,1.551525508147304,0,1,0
0,0,0.6023092710379951,1.3906064975805612,0.42610812284679156,1,0,0
1,1,-1.638757959,-1.332607429,0.6663181701378537,0,1,0
0,1,0.8917414579246847,1.2550703836824548,0.9344753158422062,1,0,0
0,1,-1.41548243,0.2008108403454197,-0.290574158,1,0,0
0,1,-0.567445112,0.6392007366494725,0.020599994198660137,1,0,0
0,0,0.9074788418319041,-0.106830356,-0.869839192,1,0,0
1,1,-0.830691772,0.34075807141330383,0.21878458274734616,0,1,0
0,1,1.1698286830946973,1.058726767795399,1.0895779164209742,0,1,0
1,0,-0.391424071,-2.71357451,-0.592190498,0,1,0
0,0,-2.450664425,-1.30712153,0.7945363350388225,1,0,0
0,0,1.725216383791301,1.1514432576545017,0.02696355,1,0,0
1,1,1.3297279013034153,0.9197355788848799,-0.241484471,1,0,0
1,1,-0.252606313,-2.023970461,-2.220767362,1,0,0
0,1,-0.611912954,0.15186577219873834,-0.360667451,0,0,1
0,1,1.523790368516254,2.722983034528546,1.8572707376165312,0,0,1
0,0,-0.140385176,-0.753376152,-1.05600308,1,0,0
0,1,-0.38076897,0.008999421,-0.188811661,0,1,0
1,1,0.3697461984939389,0.1277457455908651,-1.03151552,0,0,1
0,0,1.314695712015363,0.7742144059233548,0.6841304873876055,0,0,1
1,1,-0.096058003,0.10697255912378652,-0.534642956,1,0,0
0,1,-0.698636356,-0.549460478,0.3587059711712152,0,0,1
1,1,-1.85079195,-1.092955513,-0.848019407,1,0,0
0,0,-1.559772813,-0.849044998,-0.812082743,0,1,0
0,0,0.47678132610522606,1.351747113451891,1.084043688710444,1,0,0
0,1,1.8564970660953233,0.991584629,3.0945294447305645,1,0,0
0,1,0.5167489943762638,-0.867961071,-1.217053481,0,1,0
0,0,1.2219073741534716,-0.039660372,-0.247776371,0,1,0
0,0,-1.158376961,-1.366671613,-0.014128941,0,1,0
1,1,-0.679770364,-0.41326127,0.49866368275355144,1,0,0
1,1,-0.26771499,-0.980669395,0.10424616921704485,1,0,0
0,1,0.027639453,0.017888601995611476,0.26447622904710116,0,1,0
0,0,-0.113468208,0.12503940675465866,-0.43709686,0,1,0
0,1,0.043317867,0.5428495577470888,0.10134159052789149,0,1,0
1,0,0.48240932384131635,1.1639620245855893,-0.458487834,0,1,0
1,0,-0.290332185,-1.171579348,-1.929767946,1,0,0
0,0,-1.285445207,-0.976027485,-0.105148965,1,0,0
0,1,-1.218307017,0.7037563302981645,0.34577513095671303,0,1,0
0,1,-1.36343669,-1.029417915,-1.465740875,1,0,0
0,0,-0.219115182,0.18807318843577953,-0.672495467,0,0,1
0,1,-0.225978371,-0.746680325,-0.243590659,1,0,0
0,1,-0.812354483,-0.865251129,-0.627595151,0,1,0
1,1,-2.885472589,-2.98671647,-1.801890945,1,0,0
1,0,-0.632851288,-0.570175998,-0.799013656,0,0,1
1,0,1.0117222684505822,0.22902713802689212,-1.044200281,0,0,1
0,1,-0.76403089,-0.651687743,0.1772064029593969,1,0,0
0,1,-0.214945716,-1.357479067,-2.070632698,0,1,0
0,0,0.40861241973298684,-0.518877156,-1.084461008,0,0,1
1,1,-0.700629449,-1.455029303,-0.960377068,0,1,0
0,1,-0.423745939,1.3998020071942017,-0.949746719,0,0,1
0,0,-2.03144272,-1.249021696,-1.814613526,0,1,0
0,1,0.084321338,-0.090249471,-0.743710879,1,0,0
0,1,0.45980999878324014,-0.585408943,0.19383091081618822,0,1,0
0,0,0.002650588,1.3123760549074905,0.9829955171420388,1,0,0
0,0,-1.406221173,-1.374871565,-0.137658588,1,0,0
0,0,0.49666277664518566,1.1278630529537879,1.9200640150608361,1,0,0
0,0,-0.880069964,-1.697599311,-0.242513021,0,1,0
1,0,0.6273584643985929,-0.096362237,-1.124564286,0,1,0
0,1,-0.494127636,0.6035855836323014,1.2845442854696196,0,1,0
0,1,0.21590513441986403,-0.157521433,0.7074811258146324,0,1,0
0,0,-0.032676454,-0.490320317,0.9054214586700677,1,0,0
0,0,-0.142323025,0.1087971663612879,1.0691990740448858,0,1,0
0,1,-1.552064158,-0.682524792,-1.600217682,0,1,0
0,1,-2.126614268,-0.855697008,-0.214621182,0,1,0
0,1,0.4124436991028738,-0.282789457,0.6685066285462042,0,1,0
0,0,-0.68335383,-0.002048089,-0.960451142,0,1,0
0,0,1.6431359273215236,0.11768817370871866,-0.376956366,1,0,0
1,0,0.41965967314934927,1.139902906759819,2.044743156460241,0,0,1
1,0,-0.689078466,1.1961228729418243,-0.645856645,1,0,0
0,0,1.695658310203264,1.221951831761987,0.7088193798298011,1,0,0
0,1,-0.627862997,-0.610684659,-0.176364235,0,1,0
0,1,-0.712033157,0.28130952152406086,0.39133933809244803,1,0,0
1,0,-0.944016109,-0.332133714,0.742328776,1,0,0
0,1,0.777415612,-0.194676461,-0.595132399,0,1,0
0,1,-1.667074946,-0.556871189,-0.950774486,0,0,1
0,0,-0.316303363,0.2776034247597605,0.5077704120614385,1,0,0
0,0,0.8570933264513737,0.20026533126322366,0.097626774,1,0,0
1,0,-0.470197034,-0.254968613,0.5492189634267508,1,0,0
0,1,1.6587154984492416,1.0919472635184728,1.4408207573925835,0,1,0
0,0,0.21010577028971128,-0.194290595,-0.058447642,0,1,0
0,0,0.8701045748546431,-0.368568326,0.2292331278870496,1,0,0
0,1,-1.397612787,-0.320024384,0.6696150778237967,0,1,0
1,0,-1.063385094,-0.813293145,-0.153626063,0,1,0
0,1,1.280639692336861,1.0090802061348259,0.045902491,1,0,0
0,1,0.7559445361200027,2.280608839,3.3450070617677325,0,1,0
0,1,-0.439390135,-0.528713466,0.25717657561115886,0,1,0
1,0,1.0076425443193249,0.6778280345254251,0.16528227407732005,1,0,0
0,0,-1.684610213,-0.831732219,-0.855589497,1,0,0
1,1,0.8164103007646906,0.6871553875102084,0.351812631,1,0,0
0,1,-0.553979908,-0.386063837,1.5859855302783525,0,0,1
1,0,0.6383907406801449,0.5736242775453237,-1.654501859,1,0,0
1,1,-1.021142049,-1.357836736,0.24885838065909355,1,0,0
0,0,-0.294701482,0.778463564,-0.729773588,0,0,1
0,0,-2.152998063,-1.506442387,-2.271744473,1,0,0
0,1,0.35504936382190744,-0.723922138,-0.659240673,1,0,0
0,1,-0.198463045,0.3734980569456749,0.4519012858534782,1,0,0
0,1,1.0049899612722484,1.165348735579769,0.9090890634517006,1,0,0
